./../mtx/example.mtx,3,3,5,10,6,1.666667,0.191000,0.106000,0.026000,0.196000
./../mtx/sparse_matrix_2000x2000_s10.mtx,2000,2000,380586,72416594,4000000,18.104149,0.325000,0.756000,2.882000,0.209000
